newsID,fullText
278454408,Share to Facebook  Share to Twitter  Share to Linkedin  Florence Pugh_ Cillian Murphy_ Emily Blunt_ Christopher Nolan_ Emma Thomas_ Robert Downey Jr._ ... [+] Charles Roven_ Matt Damon and Ludwig Göransson accept the award for Best Motion Picture - Drama for "Oppenheimer" at the 81st Golden Globe Awards held at the Beverly Hilton Hotel on January 7_ 2024 in Beverly Hills_ California. (Photo by Christopher Polk/Golden Globes 2024/Golden Globes 2024 via Getty Images) Golden Globes 2024 via Getty Images  Jumpstarting this year’s award season_ the 82nd Golden Globes will be airing its star-studded ceremony on Sunday_ Jan. 5. Read on for everything to know about watching the 2025 Golden Globes_ including the exact start time_ how to watch on cable and streaming_ and more.  Tonight_ comedian and TV host Nikki Glaser will make history as the first solo female host of the Golden Globes. Glaser gave a memorable performance last year in Netflix’s The Roast of Tom Brady_ and she’s also nominated tonight for her latest stand-up special_ Nikki Glaser: Someday You’ll Die_ now streaming on Max.  Leading the pack for 2025 nominations is Jacques Audiard’s musical thriller Emilia Pérez_ which is up for categories like best comedy or musical_ best actress in a comedy or musical for Karla Sofia Gascón_ and best supporting actress in a comedy or musical for both Zoe Saldana and Selena Gomez. Behind Perez is the post-World War II drama The Brutalist and the papal hit Conclave_ with seven and six nominations respectively. Check out the full list of nominations here.  Forbes‘Conclave’ Is Streaming—How To Watch The Papal Thriller At HomeBy Monica Mercuri  Viola Davis will be honored with the Cecil B. DeMille Award and Ted Danson will be given the Carol Burnett Award this year. Meanwhile_ Adam Brody_ Ariana Grande_ Dakota Fanning_ Glen Powell_ Kathryn Hahn_ Pamela Anderson_ and Zoe Saldaña are all first-time nominees_ each with a chance to win their first Golden Globe.  Keep scrolling to learn what time the anticipated ceremony starts_ along with free and paid viewing options on cable and streaming.  MORE FOR YOU  Don’t Click Twice—New Chrome_ Edge_ Safari Hack Attack Warning  Critical ‘Rising Risk’ Attack Alert—Change Your Router Password Now  NYT Mini Clues And Answers For Sunday_ January 5  What Channel Are The 2025 Golden Globes On?  TOPSHOT - US actress and singer Selena Gomez arrives for the 81st annual Golden Globe Awards at The ... [+] Beverly Hilton hotel in Beverly Hills_ California_ on January 7_ 2024. (Photo by Michael TRAN / AFP) (Photo by MICHAEL TRAN/AFP via Getty Images) AFP via Getty Images  The 82nd Golden Globe Awards will air live on CBS in 2025. Last year_ CBS and The Golden Globes announced a new five-year deal to broadcast the award show on the network and stream live on Paramount+.  What Time Is The 2025 Golden Globes?  America Ferrera_ Greta Gerwig and Margot Robbie at the 81st Golden Globe Awards held at the Beverly ... [+] Hilton Hotel on January 7_ 2024 in Beverly Hills_ California. (Photo by Michael Buckner/Golden Globes 2024/Golden Globes 2024 via Getty Images) Golden Globes 2024 via Getty Images  The 2025 Golden Globes will begin at 8 p.m. ET / 5 p.m. PT on Sunday_ Jan. 5_ on CBS. The Red Carpet Pre-Show kicks off at 6:30 p.m. ET / 3:30 p.m. PT and will stream on Penske Media platforms_ including Variety_ Entertainment Tonight_ Women’s Wear Daily_ Billboard_ and Rolling Stone.  How To Watch The 2025 Golden Globes On Cable  Ayo Edebiri accepts award for Best Performance by a Female Actor in a Television Series Musical or ... [+] Comedy for "The Bear" at the 81st Golden Globe Awards held at the Beverly Hilton Hotel on January 7_ 2024 in Beverly Hills_ California. (Photo by Rich Polk/Golden Globes 2024/Golden Globes 2024 via Getty Images) Golden Globes 2024 via Getty Images  The 2025 Golden Globes are airing on CBS tonight. Don’t have cable? You can watch the ceremony on a live TV streaming service that carries CBS_ including DirecTV Stream_ YouTube TV_ and Hulu + Live TV_ all of which currently offer free trials.  How To Watch The 2025 Golden Globes On Streaming  BEVERLY HILLS_ CALIFORNIA - JANUARY 07: (L-R) Yorgos Lanthimos_ Emma Stone_ Willem Dafoe_ Mark ... [+] Ruffalo_ and Ramy Youssef_ winners of the Best Picture_ Musical or Comedy award for "Poor Things" pose in the press room during the 81st Annual Golden Globe Awards at The Beverly Hilton on January 07_ 2024 in Beverly Hills_ California. (Photo by Amy Sussman/Getty Images) Getty Images  The 2025 Golden Globes will be streaming live on Paramount+ with Showtime for subscribers. To stream the ceremony live for free_ Paramount+ with SHOWTIME is offering a free seven-day trial for new and eligible returning subscribers. You can cancel anytime.  Meanwhile_ Paramount+ Essential subscribers can stream the awards ceremony the day after—on Monday_ Jan. 6.  Follow me on LinkedIn. Check out my website.   Monica Mercuri  Editorial Standards  Forbes Accolades
278549596,Lefty Canadian Prime Minister Justin Trudeau is expected to announce his resignation from office this week_ according to a report.  Three sources told the Globe and Mail_ a Canadian outlet_ on Sunday that Trudeau_ 53_ could reveal he’s leaving as Liberal Party Leader before a critical national caucus meeting on Wednesday.  It was unclear what day he could announce his resignation_ but it reportedly could happen as early as Monday_ the sources said.  The bombshell report comes as an embattled Trudeau has faced increasing calls for his resignation as a Donald Trump presidency – and the threat of 25% tariffs on all products north of the border – looms large.  The prime minister was struck with a devastating blow after his then-finance minister_ Chrystia Freeland_ quit last month over a deepening divide between the two over the future of Canada’s economy.  One of the sources told the Globe and Mail Trudeau knows he needs to announce his resignation before the Liberal caucus meets on Wednesday so it doesn’t appear he was pushed out by his own members.  It was unknown if Trudeau_ who has led Canada for nearly a decade_ would stick around as prime minister until a new leader is picked or leave right away_ according to the outlet.  A fourth source said he would only step down because he believes the caucus no longer supports him and not because he doesn’t think he can still do the job.   The Liberal Party is widely expected to lose power to the Conservative Party led by Pierre Poilevre in an election that must be held by late October based on public polling.  Trudeau has consistently been needled by Trump since the Republican won November’s presidential election. The incoming commander in chief even suggested Canada become the United States’ 51st state.   With Post wires
278531116,Cate Blanchett embraced the “Golden” part of the event’s name … wearing her own gold dress to the Beverly Hilton Hotel in Beverly Hills. Zoë Kravitz and “Baby Reindeer” breakout star Nava Mau decided on a more toned down color — embracing all-black options.
278629526,Before the 2021 riot_ Mr. Trump addressed his supporters at the Ellipse near the White House_ telling them: “We fight like hell. And if you don’t fight like hell_ you’re not going to have a country anymore_” encouraging them to march to the Capitol. In the end_ eight Senate Republicans and 139 House Republicans objected to certifying the election results.  This year_ Democrats and Republicans alike are hoping for a smooth process. House Republicans on Friday managed to put aside their divisions and re-elect Speaker Mike Johnson to his post_ in part because they wanted to ensure a smooth certification of Mr. Trump’s electoral victory.  And Democrats_ from the president on down_ have telegraphed that they plan to lead by example. Mr. Biden in November extended to Mr. Trump some of the traditions that he was deprived of four years earlier_ inviting the president-elect to the White House to acknowledge his victory and telling him that the administration would do “everything we can to make sure you’re accommodated_ have what you need.”  In her concession speech in November_ Ms. Harris said that she had spoken to Mr. Trump and “congratulated him on his victory” and “told him that we will help him and his team with their transition.”  On Monday_ Ms. Harris will take on the largely ceremonial role that four years ago put Mr. Pence in the cross hairs of Mr. Trump and the mob of his supporters_ some of whom chanted “hang Mike Pence” as they marched through the Capitol.
278549730,Awards season has officially begun! On Sunday_ the biggest names in Hollywood gathered for the 2025 Golden Globe Awards. Comedian Nikki Glaser was tapped to serve as host.   Shows and movies_ including Emilia Pérez_ Wicked_ The Bear_ and Shōgun are among the major titles competing for multiple awards. This year also proved to be a big one for women in pop_ with Selena Gomez_ Ariana Grande_ and Miley Cyrus all receiving nods for acting and music_ respectively. Both Grande and Gomez earned their first-ever Golden Globes nominations for film appearances. The two musician-actresses are nominated for Best Performance by a Female Actor in a Supporting Role_ Motion Picture category at the 2025 Golden Globes. Cyrus_ meanwhile_ earned a nomination for Best Original Song — Motion Picture for “Beautiful That Way_” which appears in the Pamela Anderson-led film The Last Showgirl.   Ted Danson is set to receive the show’s Carol Burnett Award for Career Achievements.    (The Golden Globes are produced by Dick Clark Productions_ which is owned by Penske Media Corporation and Eldridge Industries; PMC is also the parent company of Rolling Stone.)   Check below for the full list of winners (bolded) as they are announced.   Best Motion Picture – DramaThe BrutalistA Complete UnknownConclaveDune: Part TwoNickel BoysSeptember 5   Best Motion Picture – Musical or ComedyAnoraChallengersEmilia PérezA Real PainThe SubstanceWicked   Best Performance by a Male Actor in a Motion Picture – Musical or ComedyJesse Eisenberg_ A Real PainHugh Grant_ HereticGabriel LaBelle_ Saturday NightJesse Plemons_ Kinds of KindnessGlen Powell_ Hit ManSebastian Stan_ A Different Man   Best Performance by a Female Actor in a Motion Picture – DramaPamela Anderson_ The Last ShowgirlAngelina Jolie_ MariaNicole Kidman_ BabygirlTilda Swinton_ The Room Next DoorFernanda Torres_ I’m Still HereKate Winslet_ Lee   Best Performance by a Male Actor in a Motion Picture – DramaAdrien Brody_ The BrutalistTimothée Chalamet_ A Complete UnknownDaniel Craig_ QueerColman Domingo_ Sing SingRalph Fiennes_ ConclaveSebastian Stan_ The Apprentice   Best Performance by a Female Actor in a Motion Picture – Musical or ComedyAmy Adams_ NightbitchCynthia Erivo_ WickedKarla Sofía Gascón_ Emilia PérezMikey Madison_ AnoraDemi Moore_ The SubstanceZendaya_ Challengers   Best Motion Picture_ AnimatedFlowInside Out 2Memoir of a SnailMoana 2Wallace & Gromit: Vengeance Most FowlThe Wild Robot   Best Performance by a Female Actor in a Supporting Role_ Motion PictureSelena Gomez_ Emilia PérezAriana Grande_ WickedFelicity Jones_ The BrutalistMargaret Qualley_ The SubstanceIsabella Rosselini_ ConclaveZoe Saldaña_ Emilia Pérez   Best Performance by a Male Actor in a Supporting RoleYura Borisov_ AnoraKieran Culkin_ A Real PainEdward Norton_ A Complete UnknownGuy Pearce_ The BrutalistJeremy Strong_ The ApprenticeDenzel Washington_ Gladiator II   Best Director – Motion PictureJacques Audiard_ Emilia PérezSean Baker_ AnoraEdward Berger_ Conclave Brady Corbet_ The BrutalistCoralie Fargeat_ The Substance Payal Kapadia_ All We Imagine as Light   Best Original Score – Motion PictureVolker Bertelmann_ ConclaveDaniel Blumberg_ The BrutalistKris Bowers_ The Wild RobotClément Ducol_ Camille_ Emilia PérezTrent Reznor_ Atticus Ross_ ChallengersHans Zimmer_ Dune: Part Two   Best Motion Picture_ Non-English LanguageAll We Imagine As LightEmilia PérezThe Girl With the NeedleI’m Still HereThe Seed of the Sacred FigVermiglio   Best Original Song – Motion Picture“Beautiful That Way_” The Last Showgirl_ Miley Cyrus_ Lykke Li_ and Andrew Wyatt“Compress Repress_” Challengers_ Trent Reznor_ Atticus Ross_ Luca Guadagnino“El Mal_” Emilia Pérez_ Clément Ducol_ Camille and Jacques Audiard“Forbidden Road_” Better Man_ Robbie Williams_ Freddy Wexler & Sacha Skarbek“Kiss the Sky_” The Wild Robot_ Maren Morris_ Ali Tamposi_ Michael Pollack_ Delacey_ Jordan Johnson & Stefan Johnson“Mi Camino_” Emilia Pérez_ Clément Ducol and Camille   Best ScreenplayEmilia Pérez_ Jacques AudiardAnora_ Sean BakerThe Brutalist_ Brady Corbet_ Mona FastvoldA Real Pain_ Jesse EisenbergThe Substance_ Coralie FargeatConclave_ Peter Straughan   Cinematic and Box Office AchievementAlien: RomulusBeetlejuice BeetlejuiceDeadpool & WolverineGladiator IIInside Out 2TwistersWickedThe Wild Robot   Best Television Series – DramaThe Day of the JackalThe DiplomatMr. and Mrs. SmithShōgunSlow HorsesSquid Game   Best Television Series – Musical or ComedyAbbott ElementaryThe BearThe GentlemenHacksNobody Wants ThisOnly Murders in the Building   Best Television Limited Series_ Anthology Series_ or Motion Picture Made for TelevisionBaby ReindeerDisclaimerMonsters: The Lyle and Erik Menendez StoryThe PenguinRipleyTrue Detective: Night Country   Best Performance by an Actor in a TV Show – DramaDonald Glover_ Mr. And Mrs. SmithJake Gyllenhaal_ Presumed InnocentGary Oldman_ Slow HorsesEddy Redmayne_ The Day of the JackalHiroyuki Sanada_ ShogunBilly Bob Thornton_ Landman   Best Performance by a Female Actor in a Television Series_ DramaKathy Bates_ MatlockEmma D’Arcy_ House of the DragonMaya Erskine_ Mr. and Mrs. SmithKeira Knightley_ Black DovesKeri Russell_ The DiplomatAnna Sawai_ Shōgun   Best Performance by a Female Actor in a Television Series – Musical or ComedyKristen Bell_ Nobody Wants ThisQuinta Brunson_ Abbott ElementaryAyo Edebiri_ The BearSelena Gomez_ Only Murders in the BuildingKathryn Hahn_ Agatha All AlongJean Smart_ Hacks   Best Performance by a Male Actor in a Television Series – Musical or ComedyAdam Brody_ Nobody Wants ThisTed Danson_ A Man on the InsideSteve Martin_ Only Murders in the BuildingJason Segel_ ShrinkingMartin Short_ Only Murders in the BuildingJeremy Allen White_ The Bear   Best Performance by a Male Actor in a Limited Series_ Anthology Series_ or Motion Picture Made for TelevisionColin Farrell_ The PenguinRichard Gadd_ Baby ReindeerKevin Kline_ DisclaimerCooper Koch_ Monsters: The Lyle and Erik Menendez StoryEwan McGregor_ A Gentleman in MoscowAndrew Scott_ Ripley   Best Performance by a Female Actor in a Limited Series_ Anthology Series_ or Motion Picture Made for TelevisionCate Blanchett_ DisclaimerJodie Foster_ True Detective: Night CountryCristin Milioti_ The PenguinSofía Vergara_ GriseldaNaomi Watts_ Feud: Capote Versus the SwansKate Winslett_ The Regime   Best Performance by a Male Actor in a Supporting Role_ TelevisionTadanobu Asano_ ShōgunJavier Bardem_ Monsters: The Lyle and Erik Menendez StoryHarrison Ford_ ShrinkingJack Lowden_ Slow HorsesDiego Luna_ La MáquinaEbon Moss-Bachrach_ The Bear   Best Performance by a Female Actor in a Supporting Role_ TelevisionLiza Colón-Zayas_ The BearHannah Einbinder_ HacksDakota Fanning_ RipleyJessica Gunning_ Baby ReindeerAllison Janney_ The DiplomatKali Reis_ True Detective: Night Country   Best Performance in Stand-Up ComedyJamie Foxx_ Jamie Foxx: What Had Happened WasNikki Glaser_ Nikki Glaser: Someday You’ll DieSeth Meyers: Seth Meyers: Dad Man WalkingAdam Sandler_ Adam Sandler: I Love YouAli Wong_ Ali Wong: Single LadyRamy Youssef_ Ramy Youssef: More Feelings
278582172,The following is a listing of all home transfers in Ingham County reported from Dec. 30 to Jan. 5. There were 40 transactions posted during this time. During this period_ the median sale for the area was a 3_014-square-foot home on North Walnut Street in Lansing that sold for $175_000.  East Lansing  924 Forest Street_ East Lansing_ $180_552_ 786 square feet_ $230 per square-foot_ two bedrooms and one bathroom.  801 Glenhaven Ave._ East Lansing_ $690_000_ 3_701 square feet_ $186 per square-foot_ five bedrooms and five bathrooms.  1314 Yarrow Drive_ Holt_ $288_500_ 1_222 square feet_ $236 per square-foot_ three bedrooms and three bathrooms.  2705 Sorority Lane_ Holt_ $309_900_ 2_185 square feet_ $142 per square-foot_ four bedrooms and three bathrooms.  2141 Adelpha Ave._ Holt_ $310_000_ 3_400 square feet_ $91 per square-foot_ two bedrooms and one bathroom.  2131 Adelpha Ave._ Holt_ $310_000_ 3_400 square feet_ $91 per square-foot_ one bathroom.  3822 Keller Road_ Holt_ $345_000_ 2_123 square feet_ $163 per square-foot_ four bedrooms and three bathrooms.  1142 S. Clemens Ave._ Lansing_ $65_000_ 832 square feet_ $78 per square-foot_ one bathroom.  929 Maryland Ave._ Lansing_ $87_000_ 845 square feet_ $103 per square-foot_ three bedrooms and one bathroom.  1723 Olds Ave._ Lansing_ $89_999_ 1_224 square feet_ $74 per square-foot_ one bathroom.  819 McKinley Street_ Lansing_ $97_000_ 1_546 square feet_ $63 per square-foot_ two bathrooms.  124 W. Cavanaugh Road_ Lansing_ $99_900_ 1_092 square feet_ $91 per square-foot_ two bathrooms.  930 Dornell Ave._ Lansing_ $105_000_ 884 square feet_ $119 per square-foot_ one bathroom.  637 E. Willard Ave._ Lansing_ $109_000_ 1_050 square feet_ $104 per square-foot_ one bathroom.  208 Cox Blvd._ Lansing_ $111_000_ 828 square feet_ $134 per square-foot_ one bathroom.  1200 W. Rundle Ave._ Lansing_ $112_000_ 724 square feet_ $155 per square-foot_ two bedrooms and one bathroom.  5233 Tulip Ave._ Lansing_ $115_000_ 1_070 square feet_ $107 per square-foot_ two bathrooms.  1712 Peppertree Lane_ Lansing_ $120_000_ 1_137 square feet_ $106 per square-foot_ one bathroom.  5001 Ora Street_ Lansing_ $120_900_ 1_033 square feet_ $117 per square-foot_ one bathroom.  920 Holten Street_ Lansing_ $126_000_ 960 square feet_ $131 per square-foot_ one bathroom.  5116 Renee Street_ Lansing_ $130_000_ 1_136 square feet_ $114 per square-foot_ one bathroom.  614 Carrier Street_ Lansing_ $139_000_ 812 square feet_ $171 per square-foot_ two bedrooms and one bathroom.  819 W. Mount Hope Ave._ Lansing_ $145_000_ 868 square feet_ $167 per square-foot_ one bathroom.  322 E. Sheridan Road_ Lansing_ $169_000_ 900 square feet_ $188 per square-foot_ three bedrooms and two bathrooms.  6127 Cooper Road_ Lansing_ $174_900_ 1_138 square feet_ $154 per square-foot_ three bedrooms and one bathroom.  724 N. Walnut Street_ Lansing_ $175_000_ 3_014 square feet_ $58 per square-foot_ four bedrooms and five bathrooms.  810 N. Francis Ave._ Lansing_ $183_500_ 994 square feet_ $185 per square-foot_ four bedrooms and one bathroom.  2420 Heights Ave._ Lansing_ $205_000_ 1_382 square feet_ $148 per square-foot_ three bedrooms and two bathrooms.  3025 Cooley Drive_ Lansing_ $245_000_ 1_770 square feet_ $138 per square-foot_ three bedrooms and two bathrooms.  1230 Downer Ave._ Lansing_ $255_000_ 1_800 square feet_ $142 per square-foot_ four bedrooms and three bathrooms.  1328 Catholic Church Road_ Leslie_ $135_000_ 796 square feet_ $170 per square-foot_ two bedrooms and one bathroom.  3965 Harper Road_ Mason_ $150_000_ 1_392 square feet_ $108 per square-foot_ three bedrooms and two bathrooms.  2046 Sandhill Road_ Mason_ $240_000_ 1_264 square feet_ $190 per square-foot_ two bedrooms and two bathrooms.  4720 Huron Hill Drive_ Okemos_ $337_000_ 2_382 square feet_ $141 per square-foot_ three bedrooms and three bathrooms.  4682 Huron Hill Drive_ Okemos_ $434_900_ 2_586 square feet_ $168 per square-foot_ four bathrooms.  4275 Dobie Road_ Okemos_ $675_000_ 3_648 square feet_ $185 per square-foot_ three bedrooms and three bathrooms.  3560 Autumnwood Lane_ Okemos_ $788_000_ 3_464 square feet_ $227 per square-foot_ five bedrooms and five bathrooms.  Williamston  1243 Zimmer Place_ Williamston_ $176_000_ 1_296 square feet_ $136 per square-foot_ two bedrooms and two bathrooms.  5255 N. Williamston Road_ Williamston_ $200_000_ 1_222 square feet_ $164 per square-foot_ three bedrooms and one bathroom.  515 N. Putnam Street_ Williamston_ $250_000_ 1_824 square feet_ $137 per square-foot_ three bedrooms and two bathrooms.  Real Estate Newswire is a service provided by United Robots_ which uses machine learning to generate analysis of data from Propmix_ an aggregator of national real-estate data..
278547478,Zendaya sparked rumors of an engagement to Tom Holland when she arrived at the 2025 Golden Globes wearing a diamond ring on that finger.  The “Euphoria” actress was even seen showing off the sparkler while enjoying the awards ceremony in a video posted via X on Sunday.   Fans commented on the dazzling accessory on social media_ with one intrigued fan posting_ “a very engagementy ring purposely worn on that finger? ??? ZENDAYA??”  “NOT TO BE ONE OF THOSE PEOPLE BUT IS ZENDAYA WEARING AN ENGAGEMENT RING??????????????” another excited user wrote.   “Zendaya….the ring mama what’s tea_” a third person wondered.   “Did Zendaya and Tom get engaged?” another fan questioned. “Either way I love the ring selections for tonight!!”   Page Six reached out to Zendaya and Holland’s reps for comment but did not immediately hear back.  Zendaya and Holland_ both 28_ confirmed their romance when they were spotted kissing in July 2021 — years after being cast as love interests in 2017’s “Spider-Man: Homecoming.”  They have been the subject of engagement speculation several times_ with Zendaya herself speaking out about the rumors in 2023 after fans were convinced they took the next step when she shared a selfie with a ring on that finger.   “I can’t post anything … I posted [the photo] for my hat_ like_ not for the ring on my right finger you guys!” she clarified in a since-deleted video. “Seriously_ you think that’s how I would drop the news?”  Notably_ the Disney Channel alum has worn a ring on her left ring finger multiple times_ including for her April 2024 Vogue cover.  While it’s no secret they’re head over heels for one another_ Zendaya has previously explained why she prefers to keep her romance with the “Uncharted” actor private.   “Parts of my life_ I accept_ are going to be public. I can’t not be a person and live my life and love the person I love_” she told Elle in 2023. “But also_ I do have control over what I choose to share.  “It’s about protecting the peace and letting things be your own but also not being afraid to exist. You can’t hide. That’s not fun_ either. I am navigating it more than ever now.”  Holland did not attend the Golden Globes with Zendaya_ who is nominated for best performance by a female actor in a motion picture musical or comedy for her role in “Challengers.”  He explained why he doesn’t usually walk red carpets with her in his Men’s Health cover story released this week.  “It’s not my moment_ it’s her moment_ and if we go together_ it’s about us_” he said.   Zendaya arrived at the Golden Globes in a satin burnt-orange dress from Louis Vuitton. She styled her hair in a bob with Old Hollywood curls.   After her “Challengers” nomination was announced in December 2024_ she gushed that her “heart was so full.”  “I’m so deeply grateful to be nominated among such incredible talent_” she added. “I admire each one of them and their absolutely brilliant work.”
278711230,A house that sold for $389_900 tops the list of the most expensive residential real estate sales in Brunswick between Dec. 23 and Jan. 5.  In total_ 12 residential real estate sales were recorded in the area during the past two weeks_ with an average price of $265_483. The average price per square foot was $191.  The prices in the list below concern real estate sales where the title was recorded from the week of December 23 to the week of Jan. 5 even if the property may have been sold earlier.  10. $237K_ single-family residence at 1312 Cherry Lane  The 1_030 square-foot single-family home at 1312 Cherry Lane in Brunswick has been sold. The transfer of ownership was settled in December and the total purchase price was $236_500_ $230 per square foot. The house was built in 1962. The deal was finalized on Dec. 27.  9. $245K_ single-family house at 196 Westchester Drive  The sale of the single family residence at 196 Westchester Drive in Brunswick has been finalized. The price was $245_000_ and the new owners took over the house in December. The house was built in 1976 and has a living area of 1_332 square feet. The price per square foot was $184. The deal was finalized on Dec. 13.  8. $250K_ single-family home at 184 Oakleigh Drive  The 1_028 square-foot single-family house at 184 Oakleigh Drive_ Brunswick_ has been sold. The transfer of ownership was settled in December and the total purchase price was $250_000_ $243 per square foot. The house was built in 1976. The deal was finalized on Dec. 23.  7. $270K_ single-family home at 692 Ledgerock Circle  A sale has been finalized for the single-family residence at 692 Ledgerock Circle in Brunswick. The price was $270_000 and the new owners took over the house in December. The house was built in 2001 and the living area totals 1_672 square feet. The price per square foot ended up at $161. The deal was finalized on Dec. 20.  6. $275K_ single-family house at 2927 Alda Parkway  The sale of the single-family home at 2927 Alda Parkway_ Brunswick_ has been finalized. The price was $275_000_ and the new owners took over the house in December. The house was built in 1965 and has a living area of 1_161 square feet. The price per square foot was $237. The deal was finalized on Dec. 23.  5. $287K_ single-family residence at 830 Beacon Street  The property at 830 Beacon Street in Brunswick has new owners. The price was $287_000. The house was built in 1996 and has a living area of 1_792 square feet. The price per square foot is $160. The deal was finalized on Dec. 13.  4. $290K_ single-family residence at 4257 Keller Hanna Drive  The property at 4257 Keller Hanna Drive in Brunswick has new owners. The price was $289_900. The house was built in 2000 and has a living area of 1_352 square feet. The price per square foot is $214. The deal was finalized on Dec. 23.  3. $290K_ single-family house at 4024 Trenton Trail  The sale of the single-family house at 4024 Trenton Trail_ Brunswick_ has been finalized. The price was $290_000_ and the house changed hands in December. The house was built in 1973 and has a living area of 1_104 square feet. The price per square foot was $263. The deal was finalized on Dec. 27.  2. $328K_ single-family home at 3872 Mars Drive  The 1_338 square-foot single-family house at 3872 Mars Drive in Brunswick has been sold. The transfer of ownership was settled in December and the total purchase price was $327_500_ $245 per square foot. The house was built in 1977. The deal was finalized on Dec. 16.  1. $390K_ single-family home at 1682 Lares Lane  The property at 1682 Lares Lane in Brunswick has new owners. The price was $389_900. The house was built in 1978 and has a living area of 2_032 square feet. The price per square foot is $192. The deal was finalized on Dec. 17.  Real Estate Newswire is a service provided by United Robots_ which uses machine learning to generate analysis of data from Propmix_ an aggregator of national real-estate data.
278666352,WASHINGTON (AP) — Nippon Steel and U.S. Steel filed a federal lawsuit challenging the Biden administration’s decision to block a proposed nearly $15 billion deal for Nippon to acquire Pittsburgh-based U.S. Steel..  The suit_ filed Monday in the U.S. Court of Appeals for the District of Columbia_ alleges that it was a political decision and violated the companies’ due process.   “From the outset of the process_ both Nippon Steel and U. S. Steel have engaged in good faith with all parties to underscore how the Transaction will enhance_ not threaten_ United States national security_ including by revitalizing communities that rely on American steel_ bolstering the American steel supply chain_ and strengthening America’s domestic steel industry against the threat from China_” the companies said in a prepared statement Monday. “Nippon Steel is the only partner both willing and able to make the necessary investments.”  Nippon Steel had promised to invest $2.7 billion in U.S. Steel’s aging blast furnace operations in Gary_ Indiana_ and Pennsylvania’s Mon Valley. It also vowed not to reduce production capacity in the United States over the next decade without first getting U.S. government approval.  Biden on Friday decided to stop the Nippon takeover — after federal regulators deadlocked on whether to approve it — because “a strong domestically owned and operated steel industry represents an essential national security priority. ... Without domestic steel production and domestic steel workers_ our nation is less strong and less secure_” he said in a statement.   While administration officials have said the move is unrelated to Japan’s relationship with the U.S. — this is the first time a U.S. president has blocked a merger between a U.S. and Japanese firm.   Biden departs the White House in just a few weeks.   The president’s decision to block the deal comes after the Committee on Foreign Investment in the United States_ known as CFIUS_ failed to reach consensus on the possible national security risks of the deal last month_ and sent a long-awaited report on the merger to Biden. He had 15 days to reach a final decision.  In a separate lawsuit filed in the U.S. District Court for the Western District of Pennsylvania_ the companies accused steel-making rival Cleveland-Cliffs Inc. and its CEO_ Lourenco Goncalves of “engaging in a coordinated series of anticompetitive and racketeering activities” to block the deal.   In 2023 before U.S. Steel accepted the buyout offer from Nippon_ Cleveland-Cliffs offered to buy U.S. Steel for $7 billion. U.S. Steel turned the offer down and ended up accepting the nearly $15 billion all-cash offer from Nippon Steel_ which is the deal that Biden nixed Friday.
278559218,Demi Moore delivered an emotional acceptance speech at the Golden Globes on Sunday_ expressing gratitude at finally feeling acknowledged by the industry after years of work.The iconic actor took to the stage to accept the award for Best Female Actor in a Motion Picture – Musical/Comedy for her leading role in body horror film The Substance. It was a highly competitive category as well_ with Moore beating out Amy Adams (Nightbitch)_ Cynthia Erivo (Wicked)_ Karla Sofía Gascón (Emilia Pérez)_ Mikey Madison (Anora)_ and Zendaya (Challengers).   Demi Moore and Margaret Qualley channel 'The Substance' at the Golden Globes  "I'm just in shock right now_" said Moore. "I've been doing this a long time_ like over 45 years_ and this is the first time I've ever won anything as an actor."Moore's claim isn't strictly true_ though her list of accolades is admittedly sparse. The actor's performance in Ghost won her the Saturn Award for Best Actress in 1991_ and the Indiana Film Journalists Association awarded her Best Lead Performance for The Substance late last year. She was also part of Margin Call's ensemble win at the 2012 Independent Spirit Awards.Even so_ tonight's Golden Globe marks Moore's first major solo win throughout her entire acting career.   window.videoEmbeds = window.videoEmbeds || [];  window.videoEmbeds.push({  elemId: 'video-container-9SvW3XJP5Ic'_  data: {"slug":"9SvW3XJP5Ic"_"url":"https:\/\/www.youtube.com\/watch?v=9SvW3XJP5Ic"_"start_time":""}_  videoPlayerType: 'in-content'  "Thirty years ago I had a producer tell me that I was a 'popcorn actress' and at that time I made that mean that this wasn't something that I was allowed to have_" said a teary Moore. "That I could do movies that were successful_ that made a lot of money_ but that I couldn't be acknowledged. And I bought in and I believed that. "And that corroded me over time to the point where I thought a few years ago that maybe this was it. Maybe I was complete. Maybe I'd done what I was supposed to do."Moore shared that she had been at a "low point" when she was presented with The Substance's script_ "and the universe told me that 'you're not done.'""In those moments when we don't think we're smart enough_ or pretty enough_ or skinny enough_ or successful enough_ or basically just not enough_" said Moore. "I had a woman say to me_ 'Just know_ you will never be enough. But you can know the value of your worth if you just put down the measuring stick.'"You can check out all the Golden Globes winners in Mashable's list.
